,STATE,AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE
1688918,NV,NV: Nye County (32023),221.6,268.2,243.8,497,Mortality,110353.0,All Races,Male,All Cancer Sites Combined,2012-2016,411.6,491.8,450.4
1689806,NV,NV: Pershing County (32027),69.8,178.8,115.2,+,Mortality,21384.0,All Races,Male,All Cancer Sites Combined,2012-2016,71.9,167.0,112.2
1690694,NV,NV: Storey County (32029),73.5,210.2,124.1,+,Mortality,9904.0,All Races,Male,All Cancer Sites Combined,2012-2016,147.2,348.5,232.2
1692032,NV,NV: Washoe County (32031),176.6,193.3,184.8,2104,Mortality,1105619.0,All Races,Male,All Cancer Sites Combined,2012-2016,182.3,198.6,190.3
1692920,NV,NV: White Pine County (32033),129.8,226.6,172.9,56,Mortality,28531.0,All Races,Male,All Cancer Sites Combined,2012-2016,148.3,254.9,196.3
1693808,NY,NY: Albany County (36001),185.3,205.5,195.2,1539,Mortality,745010.0,All Races,Male,All Cancer Sites Combined,2012-2016,196.4,217.2,206.6
1694696,NY,NY: Allegany County (36003),188.7,238.2,212.3,306,Mortality,120634.0,All Races,Male,All Cancer Sites Combined,2012-2016,226.0,283.7,253.7
1695584,NY,NY: Bronx County (36005) - 1980+,183.0,193.6,188.2,5102,Mortality,3401039.0,All Races,Male,All Cancer Sites Combined,2012-2016,145.9,154.2,150.0
1696472,NY,NY: Broome County (36007),178.2,201.1,189.4,1116,Mortality,484168.0,All Races,Male,All Cancer Sites Combined,2012-2016,217.2,244.4,230.5
1697360,NY,NY: Cattaraugus County (36009),159.2,194.1,175.9,424,Mortality,194815.0,All Races,Male,All Cancer Sites Combined,2012-2016,197.4,239.4,217.6
1698248,NY,NY: Cayuga County (36011),186.3,224.1,204.5,487,Mortality,201371.0,All Races,Male,All Cancer Sites Combined,2012-2016,220.8,264.3,241.8
1699136,NY,NY: Chautauqua County (36013),187.1,215.4,200.9,827,Mortality,325907.0,All Races,Male,All Cancer Sites Combined,2012-2016,236.8,271.7,253.8
1700024,NY,NY: Chemung County (36015),191.2,227.5,208.8,541,Mortality,217649.0,All Races,Male,All Cancer Sites Combined,2012-2016,228.1,270.4,248.6
1700912,NY,NY: Chenango County (36017),170.8,215.0,191.9,315,Mortality,122700.0,All Races,Male,All Cancer Sites Combined,2012-2016,229.2,286.7,256.7
1701800,NY,NY: Clinton County (36019),187.3,226.8,206.3,455,Mortality,208936.0,All Races,Male,All Cancer Sites Combined,2012-2016,198.2,238.7,217.8
1702688,NY,NY: Columbia County (36021),167.5,204.4,185.1,422,Mortality,155204.0,All Races,Male,All Cancer Sites Combined,2012-2016,246.6,299.1,271.9
1703576,NY,NY: Cortland County (36023),175.7,227.8,200.5,248,Mortality,118376.0,All Races,Male,All Cancer Sites Combined,2012-2016,184.2,237.3,209.5
1704464,NY,NY: Delaware County (36025),169.0,211.7,189.3,336,Mortality,116693.0,All Races,Male,All Cancer Sites Combined,2012-2016,258.0,320.4,287.9
1705352,NY,NY: Dutchess County (36027),167.8,186.6,177.0,1448,Mortality,736195.0,All Races,Male,All Cancer Sites Combined,2012-2016,186.7,207.1,196.7
1706240,NY,NY: Erie County (36029),207.1,218.6,212.8,5460,Mortality,2232106.0,All Races,Male,All Cancer Sites Combined,2012-2016,238.2,251.2,244.6
1707128,NY,NY: Essex County (36031),184.1,234.4,207.9,287,Mortality,99881.0,All Races,Male,All Cancer Sites Combined,2012-2016,255.1,322.6,287.3
1708016,NY,NY: Franklin County (36033),168.2,216.3,191.2,266,Mortality,140773.0,All Races,Male,All Cancer Sites Combined,2012-2016,166.9,213.1,189.0
1708904,NY,NY: Fulton County (36035),185.5,231.2,207.4,345,Mortality,134274.0,All Races,Male,All Cancer Sites Combined,2012-2016,230.5,285.5,256.9
1709792,NY,NY: Genesee County (36037),173.9,216.4,194.2,343,Mortality,146371.0,All Races,Male,All Cancer Sites Combined,2012-2016,210.2,260.5,234.3
1710680,NY,NY: Greene County (36039),184.3,229.7,205.9,347,Mortality,125269.0,All Races,Male,All Cancer Sites Combined,2012-2016,248.6,307.7,277.0
1711568,NY,NY: Hamilton County (36041),169.6,309.1,227.9,53,Mortality,11929.0,All Races,Male,All Cancer Sites Combined,2012-2016,332.8,581.1,444.3
1712456,NY,NY: Herkimer County (36043),177.9,218.4,197.3,394,Mortality,156127.0,All Races,Male,All Cancer Sites Combined,2012-2016,228.1,278.6,252.4
1713344,NY,NY: Jefferson County (36045),191.7,229.4,210.0,512,Mortality,310738.0,All Races,Male,All Cancer Sites Combined,2012-2016,150.8,179.7,164.8
1714232,NY,NY: Kings County (36047) - 1980+,165.4,172.5,168.9,9131,Mortality,6203735.0,All Races,Male,All Cancer Sites Combined,2012-2016,144.2,150.2,147.2
1715120,NY,NY: Lewis County (36049),151.8,212.6,180.2,147,Mortality,68274.0,All Races,Male,All Cancer Sites Combined,2012-2016,181.9,253.1,215.3
1716008,NY,NY: Livingston County (36051),176.9,219.3,197.2,361,Mortality,162133.0,All Races,Male,All Cancer Sites Combined,2012-2016,200.3,246.9,222.7
1716896,NY,NY: Madison County (36053),175.5,215.5,194.7,397,Mortality,177156.0,All Races,Male,All Cancer Sites Combined,2012-2016,202.6,247.3,224.1
1717784,NY,NY: Monroe County (36055),186.1,198.7,192.3,3777,Mortality,1808433.0,All Races,Male,All Cancer Sites Combined,2012-2016,202.2,215.6,208.9
1718672,NY,NY: Montgomery County (36057),172.9,219.7,195.2,293,Mortality,121909.0,All Races,Male,All Cancer Sites Combined,2012-2016,213.6,269.5,240.3
1719560,NY,NY: Nassau County (36059),153.7,161.9,157.8,6078,Mortality,3297978.0,All Races,Male,All Cancer Sites Combined,2012-2016,179.7,189.0,184.3
1720448,NY,NY: New York County (36061) - 1980+,151.2,159.1,155.1,6134,Mortality,3890003.0,All Races,Male,All Cancer Sites Combined,2012-2016,153.8,161.7,157.7
1721336,NY,NY: Niagara County (36063),207.5,231.3,219.2,1388,Mortality,519133.0,All Races,Male,All Cancer Sites Combined,2012-2016,253.5,281.8,267.4
1722224,NY,NY: Oneida County (36065),195.1,217.0,205.8,1433,Mortality,579932.0,All Races,Male,All Cancer Sites Combined,2012-2016,234.5,260.2,247.1
1723112,NY,NY: Onondaga County (36067),191.8,208.0,199.8,2476,Mortality,1129043.0,All Races,Male,All Cancer Sites Combined,2012-2016,210.7,228.1,219.3
1724000,NY,NY: Ontario County (36069),182.1,214.1,197.6,637,Mortality,267620.0,All Races,Male,All Cancer Sites Combined,2012-2016,219.9,257.2,238.0
1724888,NY,NY: Orange County (36071),176.8,196.0,186.2,1564,Mortality,942782.0,All Races,Male,All Cancer Sites Combined,2012-2016,157.8,174.3,165.9
1725776,NY,NY: Orleans County (36073),186.6,242.1,212.9,250,Mortality,103962.0,All Races,Male,All Cancer Sites Combined,2012-2016,211.6,272.2,240.5
1726664,NY,NY: Oswego County (36075),207.4,242.2,224.3,708,Mortality,301518.0,All Races,Male,All Cancer Sites Combined,2012-2016,217.8,252.8,234.8
1727552,NY,NY: Otsego County (36077),168.6,209.0,187.9,365,Mortality,148186.0,All Races,Male,All Cancer Sites Combined,2012-2016,221.7,272.9,246.3
1728440,NY,NY: Putnam County (36079),167.2,201.9,183.9,491,Mortality,248370.0,All Races,Male,All Cancer Sites Combined,2012-2016,180.6,216.0,197.7
1729328,NY,NY: Queens County (36081) - 1980+,151.1,157.8,154.4,8487,Mortality,5632574.0,All Races,Male,All Cancer Sites Combined,2012-2016,147.5,153.9,150.7
1730216,NY,NY: Rensselaer County (36083),197.4,226.3,211.5,891,Mortality,394234.0,All Races,Male,All Cancer Sites Combined,2012-2016,211.4,241.3,226.0
1731104,NY,NY: Richmond County (36085) - 1980+,179.1,195.3,187.0,2188,Mortality,1147551.0,All Races,Male,All Cancer Sites Combined,2012-2016,182.8,198.8,190.7
1731992,NY,NY: Rockland County (36087),138.4,155.5,146.7,1177,Mortality,790829.0,All Races,Male,All Cancer Sites Combined,2012-2016,140.4,157.6,148.8
1732880,NY,NY: Saratoga County (36091),191.1,214.5,202.5,1241,Mortality,556279.0,All Races,Male,All Cancer Sites Combined,2012-2016,210.8,235.9,223.1
1733768,NY,NY: Schenectady County (36093),182.3,209.9,195.7,835,Mortality,377420.0,All Races,Male,All Cancer Sites Combined,2012-2016,206.5,236.8,221.2
1734656,NY,NY: Schoharie County (36095),168.6,225.1,195.2,204,Mortality,79281.0,All Races,Male,All Cancer Sites Combined,2012-2016,223.2,295.1,257.3
1735544,NY,NY: Schuyler County (36097),168.4,246.4,204.3,121,Mortality,45414.0,All Races,Male,All Cancer Sites Combined,2012-2016,221.1,318.4,266.4
1736432,NY,NY: Seneca County (36099),166.8,221.2,192.5,211,Mortality,91693.0,All Races,Male,All Cancer Sites Combined,2012-2016,200.1,263.3,230.1
1737320,NY,NY: St. Lawrence County (36089),181.8,214.6,197.7,603,Mortality,284077.0,All Races,Male,All Cancer Sites Combined,2012-2016,195.7,229.9,212.3
1738208,NY,NY: Steuben County (36101),188.8,222.0,204.9,624,Mortality,243858.0,All Races,Male,All Cancer Sites Combined,2012-2016,236.2,276.8,255.9
1739096,NY,NY: Suffolk County (36103),176.7,185.3,180.9,7113,Mortality,3690551.0,All Races,Male,All Cancer Sites Combined,2012-2016,188.3,197.3,192.7
1739984,NY,NY: Sullivan County (36105),184.0,222.1,202.3,480,Mortality,195054.0,All Races,Male,All Cancer Sites Combined,2012-2016,224.6,269.1,246.1
1740872,NY,NY: Tioga County (36107),144.9,186.4,164.6,262,Mortality,123131.0,All Races,Male,All Cancer Sites Combined,2012-2016,187.8,240.2,212.8
1741760,NY,NY: Tompkins County (36109),153.6,189.5,170.8,382,Mortality,255903.0,All Races,Male,All Cancer Sites Combined,2012-2016,134.7,165.0,149.3
1742648,NY,NY: Ulster County (36111),172.7,196.3,184.2,1005,Mortality,448340.0,All Races,Male,All Cancer Sites Combined,2012-2016,210.5,238.5,224.2
1743986,NY,NY: Warren County (36113),203.9,245.5,223.9,486,Mortality,158776.0,All Races,Male,All Cancer Sites Combined,2012-2016,279.5,334.6,306.1
1744874,NY,NY: Washington County (36115),193.9,237.3,214.7,407,Mortality,161545.0,All Races,Male,All Cancer Sites Combined,2012-2016,228.1,277.6,251.9
1745762,NY,NY: Wayne County (36117),172.4,206.6,188.9,510,Mortality,227727.0,All Races,Male,All Cancer Sites Combined,2012-2016,204.9,244.3,224.0
1746650,NY,NY: Westchester County (36119),149.4,159.2,154.2,4011,Mortality,2348432.0,All Races,Male,All Cancer Sites Combined,2012-2016,165.5,176.2,170.8
1747538,NY,NY: Wyoming County (36121),174.7,230.0,200.9,228,Mortality,111781.0,All Races,Male,All Cancer Sites Combined,2012-2016,178.4,232.2,204.0
1748426,NY,NY: Yates County (36123),172.0,240.0,203.8,155,Mortality,61187.0,All Races,Male,All Cancer Sites Combined,2012-2016,215.0,296.5,253.3
1749314,OH,OH: Adams County (39001),228.1,302.8,263.4,214,Mortality,69404.0,All Races,Male,All Cancer Sites Combined,2012-2016,268.4,352.5,308.3
1750202,OH,OH: Allen County (39003),213.2,249.2,230.6,675,Mortality,263965.0,All Races,Male,All Cancer Sites Combined,2012-2016,236.8,275.8,255.7
1751090,OH,OH: Ashland County (39005),186.3,233.2,208.7,327,Mortality,130459.0,All Races,Male,All Cancer Sites Combined,2012-2016,224.2,279.3,250.7
1751978,OH,OH: Ashtabula County (39007),221.3,257.7,238.9,712,Mortality,249153.0,All Races,Male,All Cancer Sites Combined,2012-2016,265.2,307.6,285.8
1752866,OH,OH: Athens County (39009),181.6,234.5,206.8,270,Mortality,162504.0,All Races,Male,All Cancer Sites Combined,2012-2016,146.9,187.2,166.1
1753754,OH,OH: Auglaize County (39011),175.4,224.2,198.6,276,Mortality,113843.0,All Races,Male,All Cancer Sites Combined,2012-2016,214.7,272.8,242.4
1754642,OH,OH: Belmont County (39013),198.5,239.2,218.1,479,Mortality,176388.0,All Races,Male,All Cancer Sites Combined,2012-2016,247.8,297.0,271.6
1755530,OH,OH: Brown County (39015),223.0,278.5,249.5,336,Mortality,109065.0,All Races,Male,All Cancer Sites Combined,2012-2016,276.0,342.8,308.1
1756418,OH,OH: Butler County (39017),199.6,219.6,209.4,1833,Mortality,915614.0,All Races,Male,All Cancer Sites Combined,2012-2016,191.1,209.6,200.2
1757306,OH,OH: Carroll County (39019),175.3,235.0,203.3,200,Mortality,70091.0,All Races,Male,All Cancer Sites Combined,2012-2016,247.2,327.7,285.3
1758194,OH,OH: Champaign County (39021),194.8,252.7,222.3,251,Mortality,97490.0,All Races,Male,All Cancer Sites Combined,2012-2016,226.6,291.4,257.5
1759082,OH,OH: Clark County (39023),200.6,230.0,214.9,879,Mortality,329694.0,All Races,Male,All Cancer Sites Combined,2012-2016,249.3,284.8,266.6
1759970,OH,OH: Clermont County (39025),184.0,209.4,196.4,1015,Mortality,495696.0,All Races,Male,All Cancer Sites Combined,2012-2016,192.4,217.8,204.8
1760858,OH,OH: Clinton County (39027),211.4,271.9,240.2,266,Mortality,102913.0,All Races,Male,All Cancer Sites Combined,2012-2016,228.3,291.5,258.5
1761746,OH,OH: Columbiana County (39029),193.0,225.0,208.5,701,Mortality,265334.0,All Races,Male,All Cancer Sites Combined,2012-2016,245.0,284.5,264.2
1762634,OH,OH: Coshocton County (39031),189.7,246.9,216.8,241,Mortality,90667.0,All Races,Male,All Cancer Sites Combined,2012-2016,233.3,301.6,265.8
1763522,OH,OH: Crawford County (39033),202.9,255.1,227.8,315,Mortality,103550.0,All Races,Male,All Cancer Sites Combined,2012-2016,271.5,339.7,304.2
1764410,OH,OH: Cuyahoga County (39035),212.0,222.0,217.0,7622,Mortality,3001612.0,All Races,Male,All Cancer Sites Combined,2012-2016,248.3,259.7,253.9
1765298,OH,OH: Darke County (39037),203.0,250.8,225.9,366,Mortality,128384.0,All Races,Male,All Cancer Sites Combined,2012-2016,256.6,315.8,285.1
1766186,OH,OH: Defiance County (39039),167.6,221.3,193.0,218,Mortality,95288.0,All Races,Male,All Cancer Sites Combined,2012-2016,199.4,261.3,228.8
1767074,OH,OH: Delaware County (39041),150.2,177.3,163.4,632,Mortality,467838.0,All Races,Male,All Cancer Sites Combined,2012-2016,124.8,146.0,135.1
1767962,OH,OH: Erie County (39043),196.9,234.3,215.0,550,Mortality,185001.0,All Races,Male,All Cancer Sites Combined,2012-2016,273.0,323.2,297.3
1768850,OH,OH: Fairfield County (39045),176.4,205.4,190.5,718,Mortality,373208.0,All Races,Male,All Cancer Sites Combined,2012-2016,178.6,207.0,192.4
1769738,OH,OH: Fayette County (39047),209.9,281.6,243.7,198,Mortality,70713.0,All Races,Male,All Cancer Sites Combined,2012-2016,242.4,321.8,280.0
1770626,OH,OH: Franklin County (39049),198.4,210.4,204.3,4910,Mortality,3007970.0,All Races,Male,All Cancer Sites Combined,2012-2016,158.7,167.9,163.2
1771514,OH,OH: Fulton County (39051),191.0,246.5,217.4,257,Mortality,104367.0,All Races,Male,All Cancer Sites Combined,2012-2016,217.1,278.3,246.2
1772402,OH,OH: Gallia County (39053),244.0,316.9,278.6,247,Mortality,74847.0,All Races,Male,All Cancer Sites Combined,2012-2016,290.1,373.8,330.0
1773290,OH,OH: Geauga County (39055),148.4,179.3,163.3,470,Mortality,231593.0,All Races,Male,All Cancer Sites Combined,2012-2016,185.0,222.1,202.9
1774178,OH,OH: Greene County (39057),164.7,190.5,177.2,779,Mortality,403969.0,All Races,Male,All Cancer Sites Combined,2012-2016,179.5,206.9,192.8
1775066,OH,OH: Guernsey County (39059),234.2,294.2,262.8,322,Mortality,97879.0,All Races,Male,All Cancer Sites Combined,2012-2016,294.0,366.9,329.0
1775954,OH,OH: Hamilton County (39061),207.2,220.5,213.8,4194,Mortality,1940800.0,All Races,Male,All Cancer Sites Combined,2012-2016,209.6,222.7,216.1
1776842,OH,OH: Hancock County (39063),190.4,231.3,210.1,436,Mortality,184827.0,All Races,Male,All Cancer Sites Combined,2012-2016,214.3,259.1,235.9
1777730,OH,OH: Hardin County (39065),224.6,299.6,260.1,202,Mortality,78431.0,All Races,Male,All Cancer Sites Combined,2012-2016,223.3,295.6,257.6
1778618,OH,OH: Harrison County (39067),213.0,304.5,255.3,135,Mortality,38241.0,All Races,Male,All Cancer Sites Combined,2012-2016,296.0,417.8,353.0
1779506,OH,OH: Henry County (39069),163.2,225.3,192.3,160,Mortality,68152.0,All Races,Male,All Cancer Sites Combined,2012-2016,199.8,274.1,234.8
1780394,OH,OH: Highland County (39071),206.2,261.8,232.7,290,Mortality,105471.0,All Races,Male,All Cancer Sites Combined,2012-2016,244.2,308.5,275.0
1781282,OH,OH: Hocking County (39073),211.4,281.4,244.4,213,Mortality,71266.0,All Races,Male,All Cancer Sites Combined,2012-2016,260.1,341.8,298.9
1782170,OH,OH: Holmes County (39075),161.0,217.8,187.8,180,Mortality,109206.0,All Races,Male,All Cancer Sites Combined,2012-2016,141.6,190.7,164.8
1783058,OH,OH: Huron County (39077),209.6,259.3,233.4,367,Mortality,144645.0,All Races,Male,All Cancer Sites Combined,2012-2016,228.4,281.1,253.7
1783946,OH,OH: Jackson County (39079),233.7,307.9,268.9,230,Mortality,80195.0,All Races,Male,All Cancer Sites Combined,2012-2016,250.9,326.4,286.8
1784834,OH,OH: Jefferson County (39081),213.8,255.5,233.9,528,Mortality,164064.0,All Races,Male,All Cancer Sites Combined,2012-2016,295.0,350.5,321.8
1785722,OH,OH: Knox County (39083),178.3,221.9,199.2,346,Mortality,148931.0,All Races,Male,All Cancer Sites Combined,2012-2016,208.5,258.1,232.3
1786610,OH,OH: Lake County (39085),207.2,230.0,218.4,1495,Mortality,560292.0,All Races,Male,All Cancer Sites Combined,2012-2016,253.5,280.7,266.8
1787498,OH,OH: Lawrence County (39087),242.4,292.2,266.4,475,Mortality,149701.0,All Races,Male,All Cancer Sites Combined,2012-2016,289.4,347.2,317.3
1788386,OH,OH: Licking County (39089),206.5,235.8,220.8,956,Mortality,415592.0,All Races,Male,All Cancer Sites Combined,2012-2016,215.7,245.1,230.0
1789274,OH,OH: Logan County (39091),235.9,294.6,264.0,341,Mortality,111878.0,All Races,Male,All Cancer Sites Combined,2012-2016,273.3,338.9,304.8
1790162,OH,OH: Lorain County (39093),203.2,223.5,213.1,1793,Mortality,748617.0,All Races,Male,All Cancer Sites Combined,2012-2016,228.5,250.9,239.5
1791050,OH,OH: Lucas County (39095),220.6,239.1,229.7,2531,Mortality,1053540.0,All Races,Male,All Cancer Sites Combined,2012-2016,231.0,249.8,240.2
1791938,OH,OH: Madison County (39097),183.4,239.7,210.2,240,Mortality,118211.0,All Races,Male,All Cancer Sites Combined,2012-2016,178.2,230.4,203.0
1792826,OH,OH: Mahoning County (39099),208.1,230.1,218.9,1622,Mortality,566926.0,All Races,Male,All Cancer Sites Combined,2012-2016,272.3,300.4,286.1
1793714,OH,OH: Marion County (39101),203.9,248.6,225.4,426,Mortality,174370.0,All Races,Male,All Cancer Sites Combined,2012-2016,221.7,268.6,244.3
1794602,OH,OH: Medina County (39103),168.2,193.4,180.5,857,Mortality,433108.0,All Races,Male,All Cancer Sites Combined,2012-2016,184.8,211.6,197.9
1795490,OH,OH: Meigs County (39105),199.4,273.2,233.9,175,Mortality,57452.0,All Races,Male,All Cancer Sites Combined,2012-2016,261.1,353.2,304.6
1796378,OH,OH: Mercer County (39107),189.5,244.3,215.6,261,Mortality,102218.0,All Races,Male,All Cancer Sites Combined,2012-2016,225.3,288.3,255.3
1797266,OH,OH: Miami County (39109),182.6,215.7,198.6,595,Mortality,255209.0,All Races,Male,All Cancer Sites Combined,2012-2016,214.8,252.7,233.1
1798154,OH,OH: Monroe County (39111),154.7,234.7,191.1,100,Mortality,36010.0,All Races,Male,All Cancer Sites Combined,2012-2016,225.9,337.8,277.7
1799042,OH,OH: Montgomery County (39113),207.8,223.2,215.4,3181,Mortality,1281539.0,All Races,Male,All Cancer Sites Combined,2012-2016,239.7,257.0,248.2
1799930,OH,OH: Morgan County (39115),159.4,243.0,197.6,98,Mortality,37021.0,All Races,Male,All Cancer Sites Combined,2012-2016,214.9,322.6,264.7
1800818,OH,OH: Morrow County (39117),189.9,251.8,219.2,215,Mortality,87438.0,All Races,Male,All Cancer Sites Combined,2012-2016,214.1,281.0,245.9
1801706,OH,OH: Muskingum County (39119),228.9,270.4,249.0,591,Mortality,208038.0,All Races,Male,All Cancer Sites Combined,2012-2016,261.6,307.9,284.1
1802594,OH,OH: Noble County (39121),102.5,168.2,131.7,87,Mortality,42202.0,All Races,Male,All Cancer Sites Combined,2012-2016,165.1,254.3,206.2
1803482,OH,OH: Ottawa County (39123),190.5,239.8,213.9,326,Mortality,101145.0,All Races,Male,All Cancer Sites Combined,2012-2016,288.3,359.3,322.3
1804370,OH,OH: Paulding County (39125),176.3,257.6,214.0,121,Mortality,47497.0,All Races,Male,All Cancer Sites Combined,2012-2016,211.4,304.4,254.8
1805258,OH,OH: Perry County (39127),208.0,274.6,239.6,231,Mortality,89911.0,All Races,Male,All Cancer Sites Combined,2012-2016,224.9,292.3,256.9
1806146,OH,OH: Pickaway County (39129),212.1,263.7,236.9,353,Mortality,149462.0,All Races,Male,All Cancer Sites Combined,2012-2016,212.2,262.1,236.2
1807034,OH,OH: Pike County (39131),187.9,254.9,219.4,181,Mortality,70605.0,All Races,Male,All Cancer Sites Combined,2012-2016,220.4,296.5,256.4
1807922,OH,OH: Portage County (39133),193.8,222.3,207.7,879,Mortality,396522.0,All Races,Male,All Cancer Sites Combined,2012-2016,207.3,236.8,221.7
1808810,OH,OH: Preble County (39135),195.9,251.9,222.5,268,Mortality,102838.0,All Races,Male,All Cancer Sites Combined,2012-2016,230.3,293.7,260.6
