,STATE,AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE
1277677,MS,MS: Alcorn County (28003),113.3,154.7,132.7,175,Mortality,95050.0,All Races,Female,All Cancer Sites Combined,2012-2016,157.8,213.5,184.1
1278565,MS,MS: Amite County (28005),95.0,163.1,125.1,65,Mortality,32538.0,All Races,Female,All Cancer Sites Combined,2012-2016,154.2,254.6,199.8
1279453,MS,MS: Attala County (28007),115.1,173.1,141.6,104,Mortality,49549.0,All Races,Female,All Cancer Sites Combined,2012-2016,171.5,254.3,209.9
1280341,MS,MS: Benton County (28009),166.7,278.6,216.7,67,Mortality,21134.0,All Races,Female,All Cancer Sites Combined,2012-2016,245.7,402.6,317.0
1281229,MS,MS: Bolivar County (28011),157.2,211.0,182.6,198,Mortality,89224.0,All Races,Female,All Cancer Sites Combined,2012-2016,192.1,255.1,221.9
1282117,MS,MS: Calhoun County (28013),139.3,215.3,174.0,93,Mortality,38273.0,All Races,Female,All Cancer Sites Combined,2012-2016,196.1,297.7,243.0
1283005,MS,MS: Carroll County (28015),74.8,140.3,102.7,46,Mortality,25469.0,All Races,Female,All Cancer Sites Combined,2012-2016,132.2,240.9,180.6
1283893,MS,MS: Chickasaw County (28017),110.7,174.4,139.7,83,Mortality,44681.0,All Races,Female,All Cancer Sites Combined,2012-2016,148.0,230.3,185.8
1284781,MS,MS: Choctaw County (28019),71.2,148.8,103.9,35,Mortality,21513.0,All Races,Female,All Cancer Sites Combined,2012-2016,113.3,226.3,162.7
1285669,MS,MS: Claiborne County (28021),102.2,191.9,141.3,45,Mortality,24194.0,All Races,Female,All Cancer Sites Combined,2012-2016,135.7,248.9,186.0
1286557,MS,MS: Clarke County (28023),121.0,188.3,151.6,91,Mortality,42673.0,All Races,Female,All Cancer Sites Combined,2012-2016,171.7,261.8,213.2
1287445,MS,MS: Clay County (28025),98.8,153.0,123.5,91,Mortality,53317.0,All Races,Female,All Cancer Sites Combined,2012-2016,137.4,209.6,170.7
1288333,MS,MS: Coahoma County (28027),170.7,237.7,202.1,154,Mortality,66767.0,All Races,Female,All Cancer Sites Combined,2012-2016,195.7,270.1,230.7
1289221,MS,MS: Copiah County (28029),141.9,195.8,167.1,165,Mortality,74775.0,All Races,Female,All Cancer Sites Combined,2012-2016,188.3,257.0,220.7
1290109,MS,MS: Covington County (28031),128.1,192.8,157.8,101,Mortality,49276.0,All Races,Female,All Cancer Sites Combined,2012-2016,166.9,249.1,205.0
1290997,MS,MS: DeSoto County (28033),155.1,179.5,167.0,757,Mortality,440324.0,All Races,Female,All Cancer Sites Combined,2012-2016,159.9,184.6,171.9
1291885,MS,MS: Forrest County (28035),157.4,194.1,175.0,373,Mortality,198848.0,All Races,Female,All Cancer Sites Combined,2012-2016,169.0,207.6,187.6
1292773,MS,MS: Franklin County (28037),124.1,223.4,167.4,51,Mortality,19948.0,All Races,Female,All Cancer Sites Combined,2012-2016,190.4,336.2,255.7
1293661,MS,MS: George County (28039),146.4,214.7,178.1,115,Mortality,57561.0,All Races,Female,All Cancer Sites Combined,2012-2016,164.9,239.8,199.8
1294549,MS,MS: Greene County (28041),117.3,203.6,155.7,57,Mortality,28992.0,All Races,Female,All Cancer Sites Combined,2012-2016,148.9,254.7,196.6
1295437,MS,MS: Grenada County (28043),164.1,230.9,195.2,145,Mortality,56410.0,All Races,Female,All Cancer Sites Combined,2012-2016,216.9,302.5,257.0
1296325,MS,MS: Hancock County (28045),116.6,154.8,134.6,212,Mortality,116684.0,All Races,Female,All Cancer Sites Combined,2012-2016,158.1,207.9,181.7
1297213,MS,MS: Harrison County (28047),156.8,178.6,167.4,952,Mortality,501100.0,All Races,Female,All Cancer Sites Combined,2012-2016,178.1,202.4,190.0
1298101,MS,MS: Hinds County (28049),133.5,151.6,142.3,1006,Mortality,651718.0,All Races,Female,All Cancer Sites Combined,2012-2016,145.0,164.2,154.4
1298989,MS,MS: Holmes County (28051),167.1,245.7,203.5,115,Mortality,48515.0,All Races,Female,All Cancer Sites Combined,2012-2016,195.7,284.5,237.0
1299877,MS,MS: Humphreys County (28053),123.6,226.0,168.8,49,Mortality,23312.0,All Races,Female,All Cancer Sites Combined,2012-2016,155.5,277.9,210.2
1300765,MS,MS: Issaquena County (28055),~,~,~,~,Mortality,2846.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
1301653,MS,MS: Itawamba County (28057),130.9,188.8,157.7,126,Mortality,59454.0,All Races,Female,All Cancer Sites Combined,2012-2016,176.5,252.3,211.9
1302541,MS,MS: Jackson County (28059),140.5,164.6,152.1,647,Mortality,357555.0,All Races,Female,All Cancer Sites Combined,2012-2016,167.3,195.4,181.0
1303429,MS,MS: Jasper County (28061),113.7,176.8,142.3,89,Mortality,42708.0,All Races,Female,All Cancer Sites Combined,2012-2016,167.4,256.4,208.4
1304317,MS,MS: Jefferson County (28063),136.3,258.6,190.0,45,Mortality,19039.0,All Races,Female,All Cancer Sites Combined,2012-2016,172.4,316.3,236.4
1305205,MS,MS: Jefferson Davis County (28065),104.2,176.8,136.4,66,Mortality,30888.0,All Races,Female,All Cancer Sites Combined,2012-2016,165.3,271.8,213.7
1306093,MS,MS: Jones County (28067),115.5,146.8,130.4,291,Mortality,175573.0,All Races,Female,All Cancer Sites Combined,2012-2016,147.2,185.9,165.7
1306981,MS,MS: Kemper County (28069),89.7,167.2,123.3,47,Mortality,25529.0,All Races,Female,All Cancer Sites Combined,2012-2016,135.3,244.8,184.1
1307869,MS,MS: Lafayette County (28071),119.3,162.0,139.4,176,Mortality,132767.0,All Races,Female,All Cancer Sites Combined,2012-2016,113.7,153.7,132.6
1308757,MS,MS: Lamar County (28073),108.9,144.6,125.8,202,Mortality,155163.0,All Races,Female,All Cancer Sites Combined,2012-2016,112.9,149.4,130.2
1309645,MS,MS: Lauderdale County (28075),115.3,143.9,129.0,344,Mortality,203970.0,All Races,Female,All Cancer Sites Combined,2012-2016,151.3,187.5,168.7
1310533,MS,MS: Lawrence County (28077),134.0,220.3,173.0,71,Mortality,32387.0,All Races,Female,All Cancer Sites Combined,2012-2016,171.2,276.5,219.2
1311421,MS,MS: Leake County (28079),144.1,207.3,173.4,129,Mortality,55674.0,All Races,Female,All Cancer Sites Combined,2012-2016,193.4,275.3,231.7
1312309,MS,MS: Lee County (28081),155.7,188.0,171.3,457,Mortality,220611.0,All Races,Female,All Cancer Sites Combined,2012-2016,188.6,227.0,207.2
1313197,MS,MS: Leflore County (28083),149.6,205.4,175.8,168,Mortality,81177.0,All Races,Female,All Cancer Sites Combined,2012-2016,176.8,240.7,207.0
1314085,MS,MS: Lincoln County (28085),136.1,183.3,158.3,188,Mortality,90299.0,All Races,Female,All Cancer Sites Combined,2012-2016,179.5,240.2,208.2
1314973,MS,MS: Lowndes County (28087),141.3,178.1,158.8,309,Mortality,155980.0,All Races,Female,All Cancer Sites Combined,2012-2016,176.6,221.5,198.1
1315861,MS,MS: Madison County (28089),199.3,234.9,216.5,611,Mortality,262741.0,All Races,Female,All Cancer Sites Combined,2012-2016,214.5,251.7,232.5
1316749,MS,MS: Marion County (28091),146.2,204.5,173.4,154,Mortality,66527.0,All Races,Female,All Cancer Sites Combined,2012-2016,196.4,271.1,231.5
1317637,MS,MS: Marshall County (28093),156.0,206.9,180.0,212,Mortality,91296.0,All Races,Female,All Cancer Sites Combined,2012-2016,202.0,265.7,232.2
1318525,MS,MS: Monroe County (28095),113.9,155.0,133.1,182,Mortality,94262.0,All Races,Female,All Cancer Sites Combined,2012-2016,166.0,223.3,193.1
1319413,MS,MS: Montgomery County (28097),140.3,229.7,180.4,75,Mortality,27222.0,All Races,Female,All Cancer Sites Combined,2012-2016,216.7,345.4,275.5
1320301,MS,MS: Neshoba County (28099),131.7,184.9,156.5,148,Mortality,77141.0,All Races,Female,All Cancer Sites Combined,2012-2016,162.2,225.4,191.9
1321189,MS,MS: Newton County (28101),109.0,165.6,135.0,98,Mortality,55834.0,All Races,Female,All Cancer Sites Combined,2012-2016,142.5,213.9,175.5
1322077,MS,MS: Noxubee County (28103),110.3,192.7,146.9,57,Mortality,28800.0,All Races,Female,All Cancer Sites Combined,2012-2016,149.9,256.4,197.9
1322965,MS,MS: Oktibbeha County (28105),109.4,154.1,130.3,143,Mortality,122814.0,All Races,Female,All Cancer Sites Combined,2012-2016,98.1,137.2,116.4
1323853,MS,MS: Panola County (28107),167.7,222.7,193.7,206,Mortality,88651.0,All Races,Female,All Cancer Sites Combined,2012-2016,201.7,266.4,232.4
1324741,MS,MS: Pearl River County (28109),142.4,180.3,160.4,298,Mortality,139277.0,All Races,Female,All Cancer Sites Combined,2012-2016,190.4,239.7,214.0
1325629,MS,MS: Perry County (28111),125.4,207.4,162.2,68,Mortality,30761.0,All Races,Female,All Cancer Sites Combined,2012-2016,171.7,280.2,221.1
1326517,MS,MS: Pike County (28113),135.8,179.3,156.3,217,Mortality,104782.0,All Races,Female,All Cancer Sites Combined,2012-2016,180.5,236.6,207.1
1327405,MS,MS: Pontotoc County (28115),119.8,169.9,143.1,137,Mortality,78181.0,All Races,Female,All Cancer Sites Combined,2012-2016,147.1,207.2,175.2
1328293,MS,MS: Prentiss County (28117),116.8,169.3,141.1,127,Mortality,64785.0,All Races,Female,All Cancer Sites Combined,2012-2016,163.4,233.2,196.0
1329181,MS,MS: Quitman County (28119),129.3,240.4,178.1,46,Mortality,20021.0,All Races,Female,All Cancer Sites Combined,2012-2016,168.2,306.5,229.8
1330069,MS,MS: Rankin County (28121),107.6,128.3,117.6,527,Mortality,383461.0,All Races,Female,All Cancer Sites Combined,2012-2016,125.9,149.7,137.4
1330957,MS,MS: Scott County (28123),123.7,177.7,148.8,129,Mortality,72762.0,All Races,Female,All Cancer Sites Combined,2012-2016,148.0,210.7,177.3
1331845,MS,MS: Sharkey County (28125),146.6,312.3,217.5,35,Mortality,12301.0,All Races,Female,All Cancer Sites Combined,2012-2016,198.2,395.7,284.5
1332733,MS,MS: Simpson County (28127),126.5,179.0,150.9,140,Mortality,70072.0,All Races,Female,All Cancer Sites Combined,2012-2016,168.1,235.8,199.8
1333621,MS,MS: Smith County (28129),99.5,160.9,127.1,76,Mortality,41804.0,All Races,Female,All Cancer Sites Combined,2012-2016,143.2,227.6,181.8
1334509,MS,MS: Stone County (28131),133.5,208.9,168.0,85,Mortality,44632.0,All Races,Female,All Cancer Sites Combined,2012-2016,152.1,235.5,190.4
1335397,MS,MS: Sunflower County (28133),179.3,248.1,211.5,160,Mortality,64766.0,All Races,Female,All Cancer Sites Combined,2012-2016,210.2,288.4,247.0
1336285,MS,MS: Tallahatchie County (28135),152.2,238.7,191.5,85,Mortality,32964.0,All Races,Female,All Cancer Sites Combined,2012-2016,206.0,318.8,257.9
1337173,MS,MS: Tate County (28137),135.2,191.0,161.2,141,Mortality,73375.0,All Races,Female,All Cancer Sites Combined,2012-2016,161.8,226.6,192.2
1338061,MS,MS: Tippah County (28139),127.0,187.7,155.0,111,Mortality,55980.0,All Races,Female,All Cancer Sites Combined,2012-2016,163.1,238.8,198.3
1338949,MS,MS: Tishomingo County (28141),130.8,190.5,158.2,123,Mortality,50258.0,All Races,Female,All Cancer Sites Combined,2012-2016,203.4,292.0,244.7
1339837,MS,MS: Tunica County (28143),135.3,247.7,185.4,48,Mortality,27361.0,All Races,Female,All Cancer Sites Combined,2012-2016,129.3,232.6,175.4
1340725,MS,MS: Union County (28145),113.0,163.4,136.4,124,Mortality,71442.0,All Races,Female,All Cancer Sites Combined,2012-2016,144.4,206.9,173.6
1342063,MS,MS: Walthall County (28147),110.8,177.9,141.1,79,Mortality,38224.0,All Races,Female,All Cancer Sites Combined,2012-2016,163.6,257.6,206.7
1342951,MS,MS: Warren County (28149),136.2,176.4,155.2,248,Mortality,125200.0,All Races,Female,All Cancer Sites Combined,2012-2016,174.2,224.3,198.1
1343839,MS,MS: Washington County (28151),176.7,223.0,198.8,307,Mortality,129639.0,All Races,Female,All Cancer Sites Combined,2012-2016,211.1,264.8,236.8
1344727,MS,MS: Wayne County (28153),115.8,175.3,143.1,99,Mortality,53145.0,All Races,Female,All Cancer Sites Combined,2012-2016,151.4,226.8,186.3
1345615,MS,MS: Webster County (28155),117.3,204.8,156.0,56,Mortality,25337.0,All Races,Female,All Cancer Sites Combined,2012-2016,167.0,287.0,221.0
1346503,MS,MS: Wilkinson County (28157),110.7,201.9,150.4,49,Mortality,21617.0,All Races,Female,All Cancer Sites Combined,2012-2016,167.7,299.7,226.7
1347391,MS,MS: Winston County (28159),115.8,175.1,142.9,103,Mortality,47809.0,All Races,Female,All Cancer Sites Combined,2012-2016,175.8,261.3,215.4
1348279,MS,MS: Yalobusha County (28161),169.0,260.7,210.8,96,Mortality,32339.0,All Races,Female,All Cancer Sites Combined,2012-2016,240.5,362.5,296.9
1349167,MS,MS: Yazoo County (28163),129.4,187.6,156.3,124,Mortality,62233.0,All Races,Female,All Cancer Sites Combined,2012-2016,165.7,237.6,199.3
1350055,MT,MT: Beaverhead County (30001),93.7,180.7,131.2,45,Mortality,22800.0,All Races,Female,All Cancer Sites Combined,2012-2016,144.0,264.1,197.4
1350943,MT,MT: Big Horn County (30003),100.6,190.8,140.6,42,Mortality,33432.0,All Races,Female,All Cancer Sites Combined,2012-2016,90.5,169.8,125.6
1351831,MT,MT: Blaine County (30005),93.1,204.9,140.5,29,Mortality,16643.0,All Races,Female,All Cancer Sites Combined,2012-2016,116.7,250.2,174.2
1352719,MT,MT: Broadwater County (30007),95.9,210.3,143.3,30,Mortality,13902.0,All Races,Female,All Cancer Sites Combined,2012-2016,145.6,308.1,215.8
1353607,MT,MT: Carbon County (30009),59.4,122.1,85.4,38,Mortality,25640.0,All Races,Female,All Cancer Sites Combined,2012-2016,104.9,203.4,148.2
1354495,MT,MT: Carter County (30011),~,~,~,~,Mortality,2898.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
1355383,MT,MT: Cascade County (30013),133.8,163.1,147.9,431,Mortality,202844.0,All Races,Female,All Cancer Sites Combined,2012-2016,192.9,233.5,212.5
1356271,MT,MT: Chouteau County (30015),86.8,203.8,135.5,27,Mortality,14681.0,All Races,Female,All Cancer Sites Combined,2012-2016,121.2,267.6,183.9
1357159,MT,MT: Custer County (30017),99.8,173.3,132.3,60,Mortality,29721.0,All Races,Female,All Cancer Sites Combined,2012-2016,154.1,259.9,201.9
1358047,MT,MT: Daniels County (30019),~,~,~,~,Mortality,4360.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
1358935,MT,MT: Dawson County (30021),117.7,213.6,159.8,53,Mortality,22689.0,All Races,Female,All Cancer Sites Combined,2012-2016,175.0,305.5,233.6
1359823,MT,MT: Deer Lodge County (30023),132.6,224.7,172.7,67,Mortality,21355.0,All Races,Female,All Cancer Sites Combined,2012-2016,243.1,398.4,313.7
1360711,MT,MT: Fallon County (30025),~,~,~,~,Mortality,7518.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
1361599,MT,MT: Fergus County (30027),90.9,156.6,119.4,64,Mortality,28023.0,All Races,Female,All Cancer Sites Combined,2012-2016,175.9,291.6,228.4
1362487,MT,MT: Flathead County (30029),128.1,155.2,141.1,461,Mortality,236948.0,All Races,Female,All Cancer Sites Combined,2012-2016,177.2,213.2,194.6
1363375,MT,MT: Gallatin County and Yellowstone National Park (30031),93.3,121.7,106.8,242,Mortality,236355.0,All Races,Female,All Cancer Sites Combined,2012-2016,89.9,116.1,102.4
1364263,MT,MT: Garfield County (30033),~,~,~,~,Mortality,3132.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
1365151,MT,MT: Glacier County (30035),86.6,165.0,121.2,42,Mortality,34985.0,All Races,Female,All Cancer Sites Combined,2012-2016,86.5,162.3,120.1
1366039,MT,MT: Golden Valley County (30037),~,~,~,~,Mortality,2021.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
1366927,MT,MT: Granite County (30039),84.7,232.3,139.1,21,Mortality,7753.0,All Races,Female,All Cancer Sites Combined,2012-2016,167.7,414.0,270.9
1367815,MT,MT: Hill County (30041),130.1,209.9,166.4,77,Mortality,40684.0,All Races,Female,All Cancer Sites Combined,2012-2016,149.4,236.5,189.3
1368703,MT,MT: Jefferson County (30043),126.9,222.6,169.3,60,Mortality,28371.0,All Races,Female,All Cancer Sites Combined,2012-2016,161.4,272.2,211.5
1369591,MT,MT: Judith Basin County (30045),~,~,~,~,Mortality,4736.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
1370479,MT,MT: Lake County (30047),112.8,159.4,134.4,145,Mortality,74108.0,All Races,Female,All Cancer Sites Combined,2012-2016,165.1,230.2,195.7
1371367,MT,MT: Lewis and Clark County (30049),119.6,152.3,135.1,295,Mortality,165903.0,All Races,Female,All Cancer Sites Combined,2012-2016,158.1,199.3,177.8
1372255,MT,MT: Liberty County (30051),~,~,~,~,Mortality,6189.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
1373143,MT,MT: Lincoln County (30053),112.4,165.9,136.5,120,Mortality,47566.0,All Races,Female,All Cancer Sites Combined,2012-2016,209.2,301.7,252.3
1374031,MT,MT: Madison County (30057),74.1,155.4,107.3,40,Mortality,18767.0,All Races,Female,All Cancer Sites Combined,2012-2016,152.3,290.2,213.1
1374919,MT,MT: McCone County (30055),~,~,~,~,Mortality,4174.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
1375807,MT,MT: Meagher County (30059),~,~,~,~,Mortality,4585.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
1376695,MT,MT: Mineral County (30061),135.8,287.6,198.1,37,Mortality,10154.0,All Races,Female,All Cancer Sites Combined,2012-2016,256.6,502.3,364.4
1377583,MT,MT: Missoula County (30063),120.5,146.9,133.2,429,Mortality,280938.0,All Races,Female,All Cancer Sites Combined,2012-2016,138.6,167.9,152.7
1378471,MT,MT: Musselshell County (30065),88.4,202.8,134.0,29,Mortality,11674.0,All Races,Female,All Cancer Sites Combined,2012-2016,166.4,356.8,248.4
1379359,MT,MT: Park County (30067),108.2,170.0,136.0,86,Mortality,39553.0,All Races,Female,All Cancer Sites Combined,2012-2016,173.9,268.5,217.4
1380247,MT,MT: Petroleum County (30069),~,~,~,~,Mortality,1145.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
1381135,MT,MT: Phillips County (30071),60.1,169.8,101.8,18,Mortality,10355.0,All Races,Female,All Cancer Sites Combined,2012-2016,103.0,274.7,173.8
1382023,MT,MT: Pondera County (30073),127.2,249.0,179.6,44,Mortality,15613.0,All Races,Female,All Cancer Sites Combined,2012-2016,204.8,378.3,281.8
1382911,MT,MT: Powder River County (30075),~,~,~,~,Mortality,4348.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
1383799,MT,MT: Powell County (30077),74.7,177.6,115.9,26,Mortality,13262.0,All Races,Female,All Cancer Sites Combined,2012-2016,128.1,287.3,196.0
1384687,MT,MT: Prairie County (30079),~,~,~,~,Mortality,2807.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
1385575,MT,MT: Ravalli County (30081),113.8,149.6,130.6,236,Mortality,103511.0,All Races,Female,All Cancer Sites Combined,2012-2016,199.8,259.0,228.0
1386463,MT,MT: Richland County (30083),125.1,221.2,167.9,53,Mortality,27210.0,All Races,Female,All Cancer Sites Combined,2012-2016,145.9,254.8,194.8
1387351,MT,MT: Roosevelt County (30085),141.0,250.6,190.0,53,Mortality,27882.0,All Races,Female,All Cancer Sites Combined,2012-2016,142.4,248.6,190.1
1388239,MT,MT: Rosebud County (30087),114.5,219.7,160.6,42,Mortality,23021.0,All Races,Female,All Cancer Sites Combined,2012-2016,131.5,246.6,182.4
1389127,MT,MT: Sanders County (30089),121.3,201.5,156.6,78,Mortality,27760.0,All Races,Female,All Cancer Sites Combined,2012-2016,222.1,350.7,281.0
1390015,MT,MT: Sheridan County (30091),93.4,241.4,152.1,25,Mortality,8827.0,All Races,Female,All Cancer Sites Combined,2012-2016,183.3,418.1,283.2
1390903,MT,MT: Silver Bow County (30093),137.9,185.1,160.0,199,Mortality,85066.0,All Races,Female,All Cancer Sites Combined,2012-2016,202.6,268.8,233.9
1391791,MT,MT: Stillwater County (30095),100.9,193.1,140.8,45,Mortality,22763.0,All Races,Female,All Cancer Sites Combined,2012-2016,144.2,264.5,197.7
1392679,MT,MT: Sweet Grass County (30097),82.1,214.9,133.3,22,Mortality,8925.0,All Races,Female,All Cancer Sites Combined,2012-2016,154.5,373.2,246.5
1393567,MT,MT: Teton County (30099),82.4,180.4,123.0,33,Mortality,15285.0,All Races,Female,All Cancer Sites Combined,2012-2016,148.6,303.2,215.9
1394455,MT,MT: Toole County (30101),54.2,169.9,99.1,16,Mortality,11070.0,All Races,Female,All Cancer Sites Combined,2012-2016,82.6,234.7,144.5
1395343,MT,MT: Treasure County (30103),~,~,~,~,Mortality,1699.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
